document,partition,label
"Tindak pidana atau jarimah merupakan perbuatan yang dapat dikenai sanksi hukuman terhadap pelaku tindak pidana manakala pelaku tersebut melanggar aturan perundang- undangan atau hukum syara’. Tindak pidana ini dilarang karena mengganggu ketentraman masyarakat dan keamanan Negara serta merugikan orang lain. Dalam penelitian ini penulis mengambil judul “Teori Kesengajaan Dalam Tindak Pidana Menurut Hukum Pidana Positif Dan Hukum Pidana Islam” dengan tujuan pembahasan ingin menyumbangkan pengetahuan terutama yang berhubungan dengan jurusan muamalah jinayah (perdata dan Pidana Islam) dan ingin mengemukakan tentang kesengajaan yang merupakan salah satu unsur dalam tindak pidana baik dari hukum pidana positif maupun hukum pidana Islam. Dari penelitian ini dapat disimpulkan bahwa kedudukan unsur kesengajaan dalam tindak pidana menurut hukum positif sangat menentukan apakah suatu tindak pidana tersebut dikategorikan tindak pidana sengaja atau tidak. Sementara unsur kesengajaan tersebut dalam hukum Islam adalah sama karena dalam hukum Islam perbuatan itu baru bisa dikategorikan sengaja jika telah terpenuhi unsur- unsurnya yaitu sengaja melakukan perbuatannya, menghendaki akibatnya dan mengerti bahwa perbuatan itu dilarang dan diancam dengan hukuman pidana.",train,hukum pidana islam
"Skripsi ini merupakan hasil dari penelitian kepustakaan untuk menjawab dua pertanyaan, yaitu bagaimana pertimbangan hukum hakim terhadap penyebaran pornografi anak di bawah umur dalam direktori putusan Nomor. 275/Pid.Sus/2015/PN.Jmb dan bagaimana tinjauan hukum pidana Islam terdahap penyebaran pornografi anak di bawah umur dalam putusan Nomor. 275/pid.Sus/2015/PN.Jmb. Dengan adanya permasalahan tersebut, maka penulis mengkaji dan meneliti untuk menyelesaikan masalah tersebut dengan penelitian kepustakaan (Library Research) menggunakan metode dokumentasi, yaitu teknik pengumpulan data dengan mengadakan studi penelaahan terhadap putusan Pengadilan Negeri Jambi. Sedangkan untuk menganalisis hasil penelitian menggunakan teknik deskriptif, yaitu menggambarkan atau menjelaskan kronologi kasus yang telah terjadi, serta menggunakan teknik deduktif yaitu mendeskripsikan dalil-dalil dan data-data yang bersifat umum terlebih dahulu untuk dihubungkan dalam bagian-bagian yang bersifat khusus. Dalam putusan Nomor. 275/Pid.Sus/2015/PN.Jmb sebagai objek penelitian yang dilakukan oleh penulis, dapat diketahui Muhammad Firdaus bin Kasim (terdakwa) mengenal Khairani Putri (korban) melalui facebook, hingga keduanya menjalin hubungan asmara di facebook, kemudian Muhammad Firdaus beberapa kali meminta foto telanjang Khairani Putri sebagai bukti dari keseriusan hubungannya, lalu karena permintaan Muhammad Firdaus yang terakhir tidak dipenuhi, Muhammad Firdaus menyebarkan foto telanjang Khairani Putri melalui facebook kepada teman-teman Khairani Putri. Majelis Hakim menjatuhkan hukuman terhadap terdakwa Muhammad Firdaus berupa hukuman penjara 1 tahun 6 bulan, dan dengan denda sebanyak Rp. 250.000.000 berdasarkan pasal 29 jo pasal 4 ayat 1 UU No. 44 tahun 2008 tentang pornografi. Dalam hukum Islam  pornografi merupakan hal yang dapat mengundang nafsu birahi dan dapat mendorong seseorang untuk melakukan perbuatan zina, segala sesuatu perbuatan yang mendekati zina maka hukumnya haram untuk dilakukan. Sanksi terhadap pelaku penyebaran pornografi anak di bawah umur berupa hukuman takzir, yang mana bentuk dan ukuran dari hukukmannya diserahkan kepada ulil amri , karena belum ada ketentuan yang jelas dalam Al-Qur’an dan Hadis tentang pornografi tersebut. Hakim dengan kesimpulan diatas, berdasarkan pasal 37 dalam UU yang sama, seharusnya Hakim memberi tambahan hukuman sepertiga dari maksimal ancaman hukuman 12 tahun yang ditentukan dalam pasal 29 tersebut yakni 4 tahun, mengingat korban merupakan anak di bawah umur, maka dalam menjatuhkan hukuman kepada terdakwa, sebaiknya Hakim harus mempertimbangkan dari segala aspek yang terkait dari sebuah kasus, serta untuk lebih mengedepankan pada kemaslahatan dan nilai-nilai keadilan. Sehingga hukuman yang dijatuhkan Hakim benar-benar memberi efek jera, dan dapat menjadi pembelajaran bagi semua pihak yang terkait dalam sebuah kasus.",train,hukum pidana islam
"Skripsi ini membahas Tinjauan Hukum Pidana Islam Terhadap Tindak Pidana Putusan Nomor 244/PID.B/2014/PN.Sby Di Pengadilan Negeri Surabaya. yang dilatar belakangi terdakwa Tjong Suwun yang melanggar pasal 263 ayat (2) tentang tindak pidana pemalsuan surat yang dalam pasal tersebut dikenakan hukuman paling lama 6 (enam) tahun penjara menjadi 5 (lima) bulan penjara. Dimaksudkan untuk menjawab rumusan masalah : 1). Bagaimana pertimbangan hukum hakim dalam menjatuhkan hukuman terhadap putusan nomor 244/PID.B/2014/Pn.Sby 2). Analisis hukum Islam terhadap pertimbangan hukum hakim terhadap putusan Pengadilan Negeri Surabaya Nomor 244/PID.B/2014/PN.Sby.Jenis penelitian ini adalah dokumentasi yaitu penelitian yang diambil dari data Putusan Pengadilan Ngeri Surabaya, untuk mendukung data peneliti menggunakan penelitian kepustakaan yaitu melakukan penelusuran kepustakaan, dalam penelitian ini, peneliti menggunakan metode deskriptif – Analitis.Hasil penelitian menunjukkan bahwa yang pertama, bahwa pertimbangan hukum yang dilakukan oleh hakim Pengadilan Negeri Surabaya dalam putusan nomor 244/PID.B/2014/Pn.Sby yaitu hakim dalam menjatuhkan hukuman melihat dari berat ringannya tindak pidana yang dilakukan. Dengan demikian tuntutan yang dijatuhkan oleh jaksa yang menuntut 6 (enam) tahun penjara berubah menjadi 5 (lima) bulan penjara. Yang kedua, menurut hukum pidana Islam tindak pidana yang dilakukan oleh terdakwa termasuk dalam jarimah ta’zir yang hukumannya sama seperti yang dilakukan oleh sahabat nabi yang memalsukan setemp[el baitul mal dan diberi hukuman jilid dan pengasingan.Menyarankan kepada pihak aparat penegak hukum, terutama para hakim agar menegakkan hukum yang adil terhadap pelaku kejahatan dengan mempertimbangkan berbagai aspek sesuai dengan nilai – nilai keadilan. Dan juga masyarakat, dengan adanya sanksi yang diberikan kepada pelaku tindak pidana, maka diharapkan tidak ada lagi kejahatan yang sama.",train,hukum pidana islam
"Skripsi ini adalah hasil penelitian kepustakaan untuk menjawab pertanyaan mengenai bagaimana penerapan hukum hakim dalam memutus perkara Nomor: 81/Pid.Sus/2015/PN.Dmk tentang tindak pidana ekonomi pupuk bersubsidi dan bagaimana tinjauan hukum pidana Islam terhadap putusan Pengadilan Negeri Demak Nomor: 81/Pid.Sus/2015/PN.Dmk tentang tindak pidana ekonomi pupuk bersubsidi. Data penelitian dihimpun melalui pembacaan dan kajian teks (text reading)  yang diperoleh dari bahan-bahan kepustakaan berdasarkan norma hukum yang terdapat dalam perundang-undangan. Data yang dikumpulkan adalah data yang berkaitan dengan tindak pidana ekonomi pupuk bersubsidi, yakni berupa bahan hukum primer dan bahan hukum sekunder yang kemudian dianalisis dengan teknik deskriptif analisis. Hasil penelitian menyimpulkan bahwa: Pertama, putusan Pengadilan Negeri Demak Nomor: 81/Pid.Sus.B/PN.Dmk tentang tindak pidana ekonomi pupuk bersubsidi ini didasarkan pada Pasal 6 ayat (1) huruf b Undang-Undang Darurat Republik Indonesia Nomor 7 Tahun 1955 Tentang Pengusutan, Penuntutan dan Peradilan Tindak Pidana Ekonomi jo Pasal 4 ayat (1) huruf a Perpu Nomor 8 Tahun 1962 Tentang Perdagangan Barang-Barang dalam Pengawasan jo Pasal 2 ayat (1) Peraturan Presiden Republik Indonesia Nomor 77 Tahun 2005 Tentang Penetapan Pupuk Bersubsidi sebagai Barang dalam Pengawasan dengan hukuman penjara selama 6 bulan dengan masa percobaan selama 1 tahun bagi terdakwa. Dalam hal ini, hakim kurang teliti menggali fakta yang terungkap di persidangan dan tidak mempertimbangkan aturan perundang-undangan yang lain terkait tindak pidana ekonomi yaitu Peraturan Pemerintah Pengganti Undang-Undang Nomor 21 Tahun 1959 Tentang Memperberat Ancaman Hukuman terhadap Tindak Pidana Ekonomi. Kedua, sanksi yang diberikan kepada terdakwa sudah sesuai dengan aturan hukum pidana Islam, karena tindak pidana tersebut termasuk dalam jarimah ta῾zir dan sanksinya diserahkan kepada ulil amri, yang diwakili oleh hakim Pengadilan Negeri Demak. Sejalan dengan kesimpulan di atas, maka disarankan: Pertama, para penegak hukum hendaknya lebih aktif lagi dalam menggali fakta-fakta dan mempertimbangkan suatu perkara, sehingga hukuman yang diberikan benar-benar sesuai dengan prinsip keadilan. Kedua, pengawasan pupuk bersubsidi oleh pemerintah seharusnya lebih ditingkatkan dan pembaharuan pada undang-undang tindak pidana ekonomi sangat dibutuhkan mengingat ada beberapa peraturan perundang-undangan yang masih bertentangan. Ketiga, semua pihak dari berbagai kalangan hendaknya turut berpartisipasi dalam upaya pencegahan tindak pidana ekonomi pupuk bersubsidi demi terciptanya swasembada pangan yang unggul.",train,hukum pidana islam
"Skripsi ini merupakan hasil penelitian kepustakaan data penelitian ini dihimpun melalui pembacaan dan kajian teks dan selanjutnya dianalisis dengan teknik deskriptif-komparatif, Hasil dari penelitian menyimpulkan bahwa penganiayaan terhadap ibu hamil berakibat matinya janin menurut hukum pidana positif termasuk dalam penganiayaan yang mengakibatkan Iuka berat dan dapat diancam dengan pasal 351 (2) KUHP, sedangkan menurut hukum pidana Islam termasuk pembunuhan menyerupai sengaja dengan sanksi untuk janin berupa gurrah apabila janin gugur dalam keadaan meninggal clan diyat kamilah apabila janin gugur dalam keadaan hidup tetapi kemudian meninggal. Sejalan dengan kesimpulan diatas, maka diharapkan kepada pemegang otoritas penegakan hukum dapat menjalankan tugasnya dengan penuh tanggung jawab dalam menangani masalah pembunuhan terhadap janin, karena tindak piclana terhadap janin bukanlah suatu tindak pidana ringan melainkan menyangkut hak hidup calon manusia.",train,hukum pidana islam
"Skripsi ini adalah hasil penelitian mengenai “Penerapan Hukuman Cambuk di Pondok Pesantren Al-urwatul Al-wutsqo (Analisis Uu No 23 Tahun 2002 dan Fikih Jinayah)”. Penelitian ini bertujuan untuk menjawab pertanyaan mengenai 1. Bagaimana penerapan hukuman cambuk bagi santri di pesantren Al-Urwatul Al-Wutsqo, 2. Bagaimana Anlisis UU No. 23 tahun 2002 dan Fiqh Jinayah terhadap penerapan hukum cambuk di pesanteren di Al-Urwatul Al-Wutsqo. Dalam menjawab permasalahan yang ada, penulis menggunakan teknik pengumpulan data, dengan cara (wawancara), observasi dan data dari perpustakaan, setelah data terkumpul dan kemudian data diolah dengan teknik editing, organizing. Kemudian dianalisis dengan teknik deskriptif analisis yaitu dengan pola pikir induktif untuk memperoleh kesimpulan dan analisis menurut hukum positif dan islam. Dari hasil penelitian menyimpulkan bahwa santri junior yang telah di cambuki oleh santri senior di pondok pesantren Al-urwatul Al-wutsqo dan hukuman cambuk yang diterapkan di pondok al-urwatul al-wutsqo sngatlah tidak mendidik, dikarenakan hukuman seperti itu bisa juga sampe menghilangkan nyawa seseorang sntri. Dan hukuman seperti itu juga sebenarnya sngatlah dilarang oleh agama terlebih sesama orang muslim. Hukuman bagi seseorang yang melakukan pencambukan dalam uu no 23 tahun 2002 pelaku akan di hukum penjara maksimal 5 tahun penjara dan denda 100.000,000.00 (seratus juta rupiah) Sedangkan menurut hukum islam pelaku akan dikenai hukuman qishas dan diyat, dan diyatnya 15 ekor unta karena melukai kulit diatas tulang. Dalam penyimpulkan permasalahan diatas maka penulis memberikan saran bahwa sanksi-sanksi dalam hukum positif dan fikih jinayah dapat dijadikan acuan atau menetapkan sanksi terhadap pelaku pencambukan dikalangan santri. Dan juga yang menerapkan hukuman cambuk agar dalam mempelajari hukum islam harus benar-benar menelaah secara mendalam dengan berbagai ilmu agar sesuai tujuan disyariatkannya islam.",train,hukum pidana islam
"Skripsi ini merupakan hasil studi dokumen yang berjudul “Studi Hukum Pidana Islam Terhadap Putusan Pn. Bangkalan No. 01/Pid. B/2013/PN. Bkl Tentang Penyimpanan BBM Tanpa Izin Usaha”. Studi dokumen ini bertujuan menjawab pertanyaan sebagai berikut: Apa landasan hukum yang dipergunakan oleh hakim Pengadilan Negeri Bangkalan dalam menyelesaikan perkara tindak pidana penyimpanan bahan bakar minyak tanpa izin usaha? dan bagaimana pandangan hukum pidana Islam terhadap sanksi yang diputuskan pengadilan negeri Bangkalan tentang kasus penyimpanan bahan bakar minyak tanpa izin usaha menurut hukum Islam? Data ini dihimpun dengan mempelajari dokumen, berkas-berkas perkara dan bahan pustaka, selanjutnya dianalisis dengan metode deduktif. Hasil studi ini adalah dasar hukum yakni pasal 53 huruf c UU RI No. 22 Tahun 2001 yang berbunyi: “Penyimpanan sebagaimana dimaksud dalam Pasal 23 tanpa lzin Usaha Penyimpanan dipidana dengan pidana penjara paling lama 3 (tiga) tahun dan denda paling tinggi Rp. 30.000.000.000,00 (tiga puluh miliar rupiah)” yang di pergunakan oleh hakim Pengadilan Negeri Bangkalan dalam penyelesaian perkara tindak pidana penyimpanan bahan bakar minyak tanpa izin usaha dalam Pandangan Hukum Pidana Islam. Sedangkan menurut Hukum Islam, sanksi hukuman yang dipakai oleh Hakim Pengadilan Negeri Bangkalan sudah tepat dalam memutuskan perkara penyimpanan bahan bakar minyak tanpa izin usaha yang mana sanksi hukuman tersebut melihat aspek dari hal-hal yang meringankan dan hal-hal yang memberatkan. Hal ini berdasarkan hadits Nabi yang diriwayatkan Aisyah yang artinya “Ringankanlah hukuman bagi orang-orang yang tidak pernah melakukan kejahatan atas perbuatan mereka”. Data diatas menjadi kesimpulan yaitu putusan dalam perkara tindak pidana penyimpanan bahan bakar minyak tanpa izin usaha di Dusun Bates Desa Paseseh Kec. Tanjungbumi dalam Pengadilan Negeri Bangkalan dengan menghukum dan mengadili terdakwa dengan terdakwa dengan pidana penjara selama 1 ( satu ) tahun dan denda sebesar Rp 1.000.000,- ( satu juta rupiah ) dengan ketentuan apabila denda tersebut tidak dibayar akan diganti dengan pidana kurungan selama 2 ( dua ) bulan. Sehingga dalam hukum pidana Islam tindak pidana penyimpanan bahan bakar minyak tanpa izin usaha hukumannya adalah hukuman ta’zir yaitu hukuman atas pelanggaran yang tidak ditetapkan hukumannya dalam al-Qur’an dan Hadis|. Oleh karena itu hukuman dari tindak pidana tersebut yang diberikan Pengadilan Negeri Bangkalan terhadap terdakwa sudah tepat dengan hukum Islam.",train,hukum pidana islam
"Skripsi ini adalah hasil dari penelitian kepustakaan tentang “Tinjauan Hukum Pidana Islam Terhadap Putusan Nomor 393/Pid.B/2014/PN.Pdg Tentang Penerapan Sanksi Tindak Pidana Asusila (Layanan Phone Sex), penelitian ini bertujuan untuk menjawab pertanyaan: bagaimana pertimbangan hukum Hakim terhadap putusan Nomor 393/Pid.B/2014/PN/Pdgtentang penerapan sanksi tindak pidana asusila (layanan phone sex)? Bagaimana tinjauan hukum pidana Islam terhadap putusan Nomor 393/Pid.B/2014PN/Pdg tentang penerapan sanksi tindak pidana ausila (layanan phone sex)?. Data penelitian ini diperoleh dari Putusan Pengadilan Negeri Padang yang merupakan obyek dari penelitian. Sedangkan teknik pengumpulan data yang digunakan adalah dokumentasi dan kepustakaan kemudian dianalisis dengan metode deskriptif analisis, yaitu teknik analisis yang menggambarkan data sesuai dengan apa adanya, kemudian dianalisis dan diverifikasi dengan teori hukum pidana Islam kemudian dilanjutkan dengan menggunakan metode pola pikir deduktif, yaitu metode yang membahas persoalan yang dimulai dengan memaparkan hal-hal yang bersifat umum berupa dalil, kaidah fikih, kemudian ditarik suatu kesimpulan yang bersifat khusus dari hasil penelitian tersebut. Penelitian ini menyimpulkan bahwa, pertimbangan hukum hakim Pengadilan Negeri Padang  terhadap penerapan sanksi tindak pidana asusila (layanan phone sex) pada putusan Nomor 393/Pid.B/2014/PN.Pdg terlebih dahulu mempertimbangkan tuntutan Jaksa Penuntut Umum yang menuntut terdakwa dengan dakwaan alternatif, tetapi majelis hakim menetapkan dalam satu dakwaan yaitu tanpa hak dengan sengaja mentransmisikan dokumen elektronik yang memiliki muatan yang melanggar kesusilaan berdasarkan Undang-undang Informasi dan Transaksi Elektronik Pasal 27 ayat 1 jo Pasal 36 jo Pasal 45 Undang-undang No. 11 Tahun 2008. Bentuk hukumannya adalah penjara paling lama 6 (enam) bulan dan/atau denda paling banyak 1 milyar rupiah. Dalam hukum pidana Islam perbuatan tersebut dikategorikan dalam jari>mah takzi>r karena unsur-unsur dalam jari>mah h}ad dan qisas diyat tidak terpenuhi secara sempurna. Akan tetapi sanksi yang diterapkan dalam putusan Nomor 393/Pid.B/2014/PN.Pdg berupa penjara selama 10 (sepuluh) bulan dan dikurangkan seluruhnya pada saat penangkapan dan penahanan yang telah dijalani selama 6 (enam) bulan sehingga masa berlaku hukuman pidana hanya 4 (empat) bulan yang dalam hukum pidana Islam disebut dengan al-habsu (penjara). Dari uraian tersebut penulis menyarankan kepada remaja untuk tidak meniru perbuatan terdakwa dan kepada pihak aparat penegak hukum terutama para hakim agar menegakkan hukum dengan adil terhadap pelaku kejahatan dengan mempertimbangkan berbagai aspek aspek sesuai dengan nilai-nilai keadilan dalam menerapkan sebuah sanksi bagi terdakwa.",train,hukum pidana islam
"Skripsi ini adalah hasil penelitian kepustakaan dengan judul Tinjauan Hukum Pidana Islam Terhadap Pemberitaan Hoax yang ketentuannya di atur dalam Pasal 28 Ayat (1) Undang – Undang Republik Indonesia No 11 Tahun 2008 Tentang Informasi Dan Transaksi, Bagaimana Rumusan Larangan Pemberitaan Hoax yang ketentuannya di atur dalam Pasal 28 ayat (1) Undang – Undang Republik Indonesia No. 11 Tahun 2008 Tentang Informasi Dan Transaksi Elektronik. Bagaimana tinjauan hukum pidana Islam terhadap pemberitaan Hoax yang ketentuannya di atur dalam Pasal 28 ayat (1) Undang – Undang Republik Indonesia No. 11 Tahun 2008 Tentang Informasi Dan Transaksi Elektronik. Data penelitian yang dihimpun adalah bahan hukum primer dan bahan hukum sekunder, yang dihimpun melalui pengumpulan data literatur dan dokumentasi yang selanjutnya akan dianalisis menggunakan teknik deskriptif analisis. Hasil proses penelitian menemukan  bahwa pelaku penyebaran berita Hoax telah melanggar pasal 28 ayat 1 UU Nomor 11 Tahun 2008 Tentang ITE, sanksi pidana bagi pelaku penyebar Hoax terdapat dalam pasal 45 ayat (1) yaitu hukuman pidana penjara paling lama enam tahun dan/atau denda paling banyak Satu Miliar Rupiah. Dalam perspektif Islam, tidak menghendaki umatnya melakukan perkataan dusta dan kebohongan, Islam tidak menganjurkan fitnah atau berburuk sangka kepada pihak lain. hendaklah pembicaraan yang diucapkan itu pembicaraan yang baik, bukan perkataan yang kotor dan jorok, bukan pembicaraan yang menghasut, memfitnah, menjelekkan pribadi seseorang, dan bukan pula pembicaraan yang menjurus kepada timbulnya dampak curiga-mencurigai. Hendaklah apa yang dibicarakan itu perkataan yang obyektif dan benar. Dalam hukum pidana Islam pelaku penyebaran berita Hoax yang  melanggar pasal 28 ayat 1 UU Nomor 11 Tahun 2008 Tentang ITE merupakan tindakan dusta dan fitnah, Hukuman yang tepat bagi pelaku penyebaran berita Hoax adalah hukuman takzir yang berupa Hukuman kurungan tidak terbatas , hukuman kurungan tidak terbatas, terhukum terus dikurung sampai ia menampakkan tobat dan baik pribadinya atau sampai ia mati. bahwa masa hukum¬an kurungan tidak ditentukan terlebih dahulu karena hukuman ini tidak terbatas, bahkan sampai terhukum mati.sebagaimana hukuman yang lain, disyaratkan dapat memperbaiki (memberikan pengajaran) dan mendidik pelaku secara umum. Penelitian skrispi ini memiliki  kesimpulan yaitu Pelaku tindak pidana pemberitaan Hoax mendapat hukuman takzir pelaku tindak pidana pemberitaan Hoax mendapat hukuman takzir yang berupa hukuman kawalan atau Hukuman kurungan. selain kesimpulan skripsi ini juga memberikan saran kepada aparat dan masyarakat untuk memberikan informasi yang benar kepada semua elemen masyarakat agar terciptanya ketertiban dalam masyarakat sebaiknya di klarifikasi terlebih dahulu karena  Dalam era ini tidak jarang terjadi  fitnah yang merugikan.",train,hukum pidana islam
"Skripsi yang berjudul “Tinjauan Hukum Pidana Islam Terhadap Tindak Pidana Pembajakan di Tepi Laut (Studi Putusan No. 98/Pid.B/2007/Pn.Ktl)” adalah hasil penelitian kualitatif berupa library research untuk menjawab pertanyaan yaitu bagaimana pertimbangan hukum dari hakim dalam memutus perkara nomor 98/Pid.B/2007/Pn.Ktl tentang tindak pidana pembajakan di tepi laut, dan bagaimana tinjauan hukum  pidana Islam terhadap tindak pidana pembajakan di tepi laut.Data yang diperlukan dalam penelitian ini diperoleh dari kajian kepustakaan yaitu berupa teknik bedah putusan, dokumentasi serta kepustakaan. Setelah data terkumpul, data dianalisis dengan metode deskripstif, analisis dan pola pikir dedutif untuk memperoleh kesimpulan yang khusus menurut hukum pidana Islam dan Pasal 439 KUHP.Dari hasil penelitian ini disimpulkan bahwa putusan yang dijatuhkan hakim kepada terdakwa yang terbukti melanggar Pasal 439 KUHP yang mengancam hukuman pidana penjara paling lama 15 (lima belas) tahun. Berdasarkan pertimbangan dalam hal yang memberatkan dan meringankan terdakwa, hukuman yang dijatuhkan oleh hakim yakni pidana selama 7 (tujuh) tahun penjara dari tuntutan awal Jaksa Penuntut Umum yang menuntut hukuman pidana 12 (dua belas) tahun penjara. Dalam hukum pidana Islam, tindak pidana pembajakan di tepi laut dapat dikategorikan ke dalam tindak pidana h}ira>bah, h}ira>bah adalah keluar untuk mengambil harta, atau membunuh, atau menakut-nakuti, dengan cara kekerasan, dengan berpegang kepada kekuatan, dan jauh dari pertolongan (bantuan). Hukuman yang dijatuhkan dalam perkara pembajakan di tepi laut yang hanya mengambil harta tanpa melakukan pembunuhan, dalam hal ini anggota badan yang dipotong adalah tangan kanan dan kaki kiri secara bersilang.Saran yang dapat disampaikan adalah diharapkan para hakim dalam memutus perkara hendaknya lebih mengutamakan kemaslahatan umum dengan mendasarkan segala keputusannya kepada UU yang mengatur tindak pidana seseorang, karena Negara Indonesia adalah Negara hukum yang menganut asas legalitas,sewajarnya para hakim memutus segala perkara sesuai dengan UU yang mengaturnya.",train,hukum pidana islam
"Skripsi yang berjudul “Tinjauan Hukum Pidana Islam Terhadap Pembunuhan Secara Bersyarikat (Studi Putusan Pengadilan Negeri Blitar No.150/Pid.B/2013/PN.Blt)” merupakan hasil dari penelitian kepustakaan untuk menjawab dua pertanyaan, yaitu bagaimana pertimbangan hakim terhadap pembunuhan secara bersyarikat dalam putusan Pengadilan Negeri Blitar No. 150/Pid.B/2013/PN.Blt dan bagaimana Perspetif Hukum Pidana Islam terhadap Pembunuhan Secara Bersyarikat dalam putusan Pengadilan Negeri Blitar No. 150/Pid.B/2013/PN.Blt. Sedangkan untuk menganalisis hasil penelitian menggunakan teknik deskriptif analisis, yaitu dengan cara memaparkan data dengan jelas dalam hal ini data terkait dengan putusan Pengadilan Negeri Blitar Nomor 150/Pid.B/2013/PN.Blt tentang Pembunhan secara Bersyarikat kemudian di analisis dengan konsep hukum pidana Islam. Dalam pandangan hukum Islam, kasus turut  serta dalam tindak pidana pembunuh berencana mendapat hukuman ta’zir hal tersebut didasarkan pada perbuatan secara tidak langsung(ghairu mubasyir) masuk kedalam jarimah yang ditentukan oleh syara’. Perbuatan tidak langsung(mubasyir) merupakan illat dan menunjukan kesyubhatan dalam perbuatanya, karena menurut kaidah syubhat h{udud (jarimah hudud dan qisas/diyat) harus dihindari. Oleh karena itu sanksi bagi pelaku jarimah turut serta secara tidak langsung adalah hukuman ta’zir, bukan h{udud dan qisas. Sejalan dengan kesimpulan di atas, maka hakim sebagai penguasa dalam penjatuhan hukuman yang diberikan kepada pelaku tindak pidana. Hal ini  mengacu terhadap Pembunuhan yang dilakukan secara Bersyarikat yang telah direncanakan terlebih dahulu serta ikut serta dalam melakukan pembunuhan yang dilakukan oleh terpidana ketentuan-ketentuan yang menjadi dasar pertimbangan hakim dalam memutus suatu perkara. Seharusnya tidak memperhatikan dari segi yuridis saja, akan tetapi dari aspek sosiologis juga harus menjadi dasar pertimbangan hakim. serta hakim dalam menangani suatu perkara harus bersifat aktif dalam melihat fakta hukum yang muncul dalam persidangan. Hal ini harus dilakukan agar hakim dalam memutus suatu perkara dapat memberikan efek jera bagi pelaku, mengingat bahwa perbuatan ini menyangkut kemaslahatan umum agar dapat terciptanya masyarakat yang aman, tentram, dan sejahtera.",train,hukum pidana islam
"Yang dimaksud dalam Skripsi yang berjudul Lingkungan Berlakunya KUHP Dan Hukum Pidana Islam: studi perbandingan adalah batas- batas berlakunya aturan pidana dalam perundang- undangan hukum. Dalam hal ini hukum pidana positif (KUHP) dan hukum Pidana Islam. Tujuan dari penelitian ini adalah untuk mengetahui lingkungan berlakunya KUHP dan hokum Pidana Islam dan untuk mengetahui persamaan dan perbedaan lingkungan berlakunya KUHP dan Hukum Pidana Islam. Dari penelitian ini dapat disimpulkan bahwa lingkungan berlakunya KUHP Indonesia terdapat dalam pasal 2 samapai pasal 9 KUHP dimana pasal- pasal tersebut mengandung beberapa asas antara lain: asas territorial, asas personal, asas perlindungan, dan asas universal yang menjadi perluasannya. Sedangkan berlakunya Hukum Pidana Islam pada adsarnya universal, akan tetapi berhubung situasi dan kondisi tidak memungkinkan maka Hukum Pidana Islam berlaku secara iklimiyah atau territorial. Dengan demikian Hukum Pidana Islam tidak berlaku di Indonesia karena dibatasi oleh Hukum Pidana Nasional.",train,hukum pidana islam
