document,partition,label
"Skripsi yang berjudul “Tinjauan Hukum Pidana Islam Terhadap Hukuman Atas Tindak Pidana Narkoba Golongan I Jenis Tanaman (Direktori Putusan Nomer 394/PID.SUS/2018/PN Jkt Pst)”. Penelitian ini adalah menjawab pertanyaan : 1)  Bagaimana Tinjauan pertimbangan hukum hakim terhadap sanksi tindak pidana Narkoba pada putusan nomer 394/Pid.Sus/2018/PN Jkt Pst? 2) Bagaimana Tinjauan Hukum Pidana Islam terhadap sanksi tindak pidana Narkoba pada putusan nomer 394/Pid.Sus/2018/PN Jkt Pst? Pendekatan yang digunakan untuk menjawab permasalahan tersebut adalah pendekatan Normatif Adapun pengumpulan data yang dilakukan oleh penulis dengan cara studi kepustakaan dengan pengumpulan  dokumen-dokumen terkait permasalahan. Selanjutnya data dianalisis menggunakan pola pikir deduktif, yang menganalisis data dan ditarik kesimpulan dengan generalis. Hasil penelitian ini menyimpulkan bahwa pertimbangan hukum hakim terhadap terdakwa yang menyalahgunakan narkotika jenis tanaman dalam putusan nomer 394/Pid.Sus/2018/PN Jkt Pst. Setelah hakim memeriksa semua bukti-bukti yang diajukan oleh penuntut umum, dan mempertimbangkan fakta-fakta hukum serta hal yang meringankan dan memeberatkan yang dijatuhkan hukuman oleh hakim dan menjatuhkan hukuman dengan penjara 1 tahun 6 bulan dan denda sebesar 800.0000.000 (delapan ratus juta rupiah). Sedangkan menurut hukum pidana islam adalah dihukumi sebagai takzir yang mana jenis hukuman dan berat ringanya ditentukan oleh penguasa setempat. Narkotika ini diqiyaskan dengan khamr akan tetapi khamr sudah jelas dalam al-qur’an dan hadis, sedangkan Narkotika belum ada dalam nass atau termasuk dalam kategori takzir. Menurut penulis hukuman bagi pelaku penyalahgunaan narkotika ini termasuk dalam jarimah takzir yang mana menurut para ulama minuman dan selain minuman tetap haram  dan hukumanya adalah takzir.Sedangkan dalam hukum pidana positif narkotika dihukumi dengan ketentuan hakim dan pengadilan yang mana hakim melihat dari fakta yang terjadi dalam persidangan dan memutus hukuman dengan undang-undang yang ada di Indonesia. adapun terkait dengan hukum pidana positif sanksi yang diterapkan adalah hukuman pokok yang mana hukuman kumulatif dan adanya penjara dan denda.  putusan hakim disini tidak sesuai dengan pasal yang digunakan dalam mengadili terdakwa yaitu menggunakan pasal 111 ayat (1) undang-undang No 35 tahun 2009 tentang Narkotika, yang tidak sesuai disini yaitu dalam penjatuhan hukuman kepada terdakwa tidak sesuai dengan pasal yang diterapkan. Sejalan dengan kesimpulan di atas disarankan bagi aparat penegak hukum dalam memutus suatu perkara harus sesuai dengan undang-undang No 35 tahun 2009 tentang narkotika sesuai dengan pasal 111 ayat (1) berdasarkan fakta yang ada didalam persidangan secara keseluruhan, sehingga hukuman yang diberikan kepada terdakwa dapat memberikan efek jera dan dapat menjadikan pelajaran bagi sekitarnya.",train,hukum perdata islam
"Penelitian ini bertujuan untuk menjawab pertanyaan, Bagaimana praktik jual beli beras bersubsidi di Desa Maor Kecamatan Kembangbahu Kabupaten Lamongan dan bagaimana tinjauan hukum Islam terhadap jual beli beras bersubsidi di Desa Maor Kecamatan Kembangbahu Kabupaten Lamongan. Skripsi ini merupakan hasil penelitian lapangan (field research) di Desa Maor Kecamatan Kembangbahu Kabupaten Lamongan, dengan teknik observasi dan wawancara (interview). Selanjutnya data yang dikumpulkan dianalisis menggunakan metode deskriptif analisis, yakni data tentang praktik jual beli beras bersubsidi di Desa Maor Kecamatan Kembangbahu Kabupaten Lamongan yang disertai analisis untuk diambil kesimpulan. Hasil penelitian yang dilakukan, maka dapat ditarik kesimpulan bahwa: 1) Jual beli beras bersubsidi atau RASKIN ini dilakukan oleh beberapa warga setelah beras bersubsidi atau RASKIN turun dari Pemerintah, selang beberapa hari beras tersebut dijual kepada pengepul atau toko sembako di Desa Maor. Pengepul dan sejumlah toko sembako di Desa Maor mencampurkan beras tersebut kedalam karung dengan jenis beras yang lain, dengan bandingan 60% dan 40% setelah beras tercampur, pengepul dan pelaku toko sembako menjualnya kembali kepada warga yang membutuhkan beras dengan skala kecil ataupun skala besar, dan mereka mempunyai harga sendiri atas beras yang dicampur tersebut, pengepul dan pelaku toko sembako mendapatkan laba Rp. 4000/kg. 2) Hasil penelitian dari segi hukum Islam disimpulkan bahwa, transaksi jual beli seperti ini sah, karena rukun dan syarat sudah terpenuhi oleh masing-masing pihak, meskipun terdapat kecacatan dalam objek jual belinya namun hal tersebut tidak mempengaruhi sah atau tidak sahnya jual beli karena pembeli rela dan ridho dengan objek yang diperjual belikan oleh pengepul dan beberapa pelaku toko sembako, dari segi harga juga lebih murah dibanding jenis beras berkualitas, sehingga dapat menolong beberapa warga yang tidak mempunyai cukup uang untuk memenuhi kebutuhan pokoknya. Beberapa saran untuk pedagang supaya menginformasikan jenis beras yang dijualnya, kepada calon pembeli dan saran untuk beberapa warga supaya beras bersubsidi atau RASKIN baiknya dikonsumsi sendiri dan tidak dijual kepada pengepul atau toko sembako dan untuk beberapa warga yang akan membeli beras lebih baik menanyakan jenis beras yang akan dibelinya, supaya tidak terjadi kesalah pahaman dan saling rela atau ridho ketika bertransaksi supaya tetap terjalin rasa kemanusiaan dan keadilan di dalam masyarakat.",train,hukum perdata islam
"Skripsi ini adalah hasil penelitian studi kasus untuk menjawab pertanyaan Bagaimana pertimbangan hakim pemeriksa perkara tingkat kasasi dalam perkara No. 301 K/AG/2012 dan Bagaimana analisis yuridis terhadap pertimbangan hakim dalam memutus perkara No. 301 K/AG/2012. Data yang digunakan dalam penelitian ini berupa salinan Penetapan Kasasi Perkara No. 301/K/AG/2012. Kemudian penulis menganalisis pertimbangan hukum yang digunakan oleh majelis hakim sehingga menolak permohonan Pemohon pencegahan perkawinan tersebut berdasarkan peraturan-peraturan hukum yang berlaku yaitu Undang-undang No. 1 Tahun 1974, Kompilasi Hukum Islam, Kitab Hukum Undang-undang Hukum Perdata dan Kitab Undang-Undang Hukum Acara Perdata. Dari hasil analisis penulis dapat disimpulkan antara lain Pertama; Pertimbangan hukum pencegahan perkawinan yang dilakukan orang tua dalam perkara No. 301 K/AG/2012 yang intinya dalam putusannya Majelis hakim pemeriksa perkara menolak permohonan kasasi Pemohon Kasasi dengan pertimbangan bahwa Judex facti tidak salah menerapkan hukum karena Pemohon telah diberi waktu untuk membuktikan dalilnya namun Pemohon tidak pernah bisa menguatkan dalilnya dengan bukti surat maupun saksi. Karena dalam hal ini beban Pembuktian ada pada pemohon, Kedua: analisis penulis terhadap pertimbangan Hakim dalam perkara No. 301.K/AG/2012 adalah tidak tepat mengingat hakim pemeriksa perkara telah mengabaikan fakta hukum bahwa anak pemohon ketika memberikan kuasa kepada advokat untuk mengajukan penetapan wali adhol masih berusia 16 (enam belas) tahun sehingga belum cakap hukum, akan tetapi pertimbangan hakim dalam memutus perkara No. 301 K/AG/2012, dalam analisa penulis berdasarkan pada Pasal 1865 KUHPerdata, maka pertimbangan majelis hakim pemeriksa perkara tersebut sudah tepat dalam menerapkan hukum sehingga dalam penetapannya permohonan pemohon ditolak. Mengingat pemohon dalam hal ini tidak dapat mengajukan bukti-bukti berupa surat dan saksi yang dapat menguatkan dalil permohonannya. Berdasarkan kesimpulan sebagaimana di atas, maka saran dari penulis dalam hal ini adalah  Kepada majelis hakim Pemeriksa Perkara untuk dapat lebih cermat dalam melihat alasan hukum para pemohon. Kepada pemohon hendaknya menyiapkan bukti-bukti untuk dapat menguatkan dalil permohonanya.Kepada calon mempelai untuk lebih memahami aturan-aturan yang telah tercantum dalam ketentuan undang-undang yang tentunya ditujukan untuk kemaslahatan masyarakat.Dan saran kepada mahasiswa fakultas syariah dan hukum jurusan hukum keluarga untuk bisa meneliti mengenai sengketa perkawinan lainnya seperti pembatalan perkawinan.",train,hukum perdata islam
"Skripsi yang berjudul “Analisis Hukum Islam dan Fatwa Nomor 47/DSN-MUI/II/2005 Terhadap Penyelesaian Pembiayaan Macet di KSPPS BMT Sumber Barokah Mandiri Purwoasri Kediri”  adalah hasil penelitian lapangan bertujuan untuk menjawab pertanyaan tentang: 1) Bagaimana praktik penyelesaian pembiayaan macet di KSPPS BMT Sumber Barokah Mandiri Purwoasri Kediri; dan 2) Bagaimana analisis Hukum Islam dan Fatwa Nomor 47/DSN-MUI/II/2005 terhadap penyelesaian pembiayaan macet di KSPPS BMT Sumber Barokah Mandiri Purwoasri Kediri. Data penelitian dihimpun melalui observasi, wawancara dan dokumentasi dengan pihak KSPPS yaitu manager, karyawan dan anggota koperasi. Selanjutnya dianalisis dengan teknik deskriptif analitis dengan pola pikir deduktif. Hasil penelitian ini menunjukkan bahwa penyelesaian pembiayaan macet di KSPPS BMT Sumber Barokah Mandiri dilakukan dengan cara pihak KSPPS menganalisis iktikad anggota. Jika ternyata tidak mempunyai iktikad baik untuk melunasi pembiayaannya, maka akan diberikan SP serta diwajibkan menyelesaikan pembiayaanya dan ketika tidak menyelesaikan pembiayaanya maka pihak KSPPS akan melakukan penghapusan data pembiayaan (pemutihan) sebagai langkah terakhir penyelesaian. Dalam tinjauan Hukum Islam penyelesaian pembiayaan macet pada KSPPS BMT Sumber Barokah Mandiri tidak diperbolehkan menurut sad al-dhari’ah karena meskipun memberikan kemaslahatan bagi anggota yang benar-benar tidak mampu menyelesaikan pembiayaan, pada sisi lain juga mengandung kemafsadatan yaitu adanya alternatif pemutihan data yang dapat merugikan pihak KSPPS. Selain itu, dalam tahap penyelesaian pembiayaanya juga masih belum sesuai dengan Fatwa Nomor 47/DSN-MUI/II/2005 karena tidak melalui tahap penjualan jaminan melainkan langsung dilaksanakan pemutihan atau penghapusan data. Dengan adanya kesimpulan di atas, maka pihak KSPPS BMT Sumber Barokah Mandiri harus lebih tegas dalam menganalisis kelayakan anggota yang tidak memenuhi syarat dalam proses pengajuan pembiayaan serta lebih memperhatikan prosedur dan ketentuan yang ada dalam realisasi pembiayaan.",train,hukum perdata islam
"Skripsi yang berjudul Hukum Hakim Perempuan Dalam Perkara Perdata Menurut Pemikiran Tokoh Muhammadiyah dan Nahdlatul Ulama’ di Jawa Timur ini adalah hasil penelitian wawancara tokoh untuk menjawab pertanyaan bagaimana pendapat tokoh Muhammadiyah dan Tokoh Nahdlatul Ulama’ di Jawa Timur tentang hakim perempuan dalam memutuskan perkara perdata. Penelitian ini termasuk dalam jenis penelitian kualitatif, dimana data penelitian dihimpun melalui wawancara dan selanjutnya dianalisis dengan teknik analisis-deskriptif. Hasil penelitian menyimpulkan bahwa menurut tokoh Majlis Tarjih Muhammadiyah membolehkan seorang wanita menjadi hakim perdata yang tentu sesuai dengan keahlian dibidangnya, tokoh Muhammadiyah menyatakan bahwa laki-laki dan perempuan punya peran yang sama dalam kehakiman, dimana keduanya sama-sama punya peran untuk menegakkan keadilan dan beramar ma’ruf nahi munkar. Sehingga perempuan dipandang boleh untuk menjadi hakim perdata. adapun menurut tokoh Nahdlatul Ulama’ membolehkan seorang perempuan menjadi hakim perdata dengan alasan adanya pendapat ulama terdahulu yang juga membolehkan seorang perempuan menjadi hakim perdata, dalam konteks kekinian perempuan dianggap mampu untuk berkompetisi dengan laki-laki, bisa dilihat dari adanya seorang perempuan menjadi hakim sebagai sebuah fakta. Adapun adanya pendapat ulama yang melarang perempuan menjadi hakim, maka hal itu harus dijadikan pertimbangan, dimana diambil jalan tengah bahwa perempuan sebaiknya tidak mengambil jabatan sebagai seorang hakim ketua, tetapi menjadi hakim anggota saja, jika memang sudah ada perempuan menjadi hakim, maka berlaku alasan li al-ḍarūri. Sejalan dengan kesimpulan di atas, maka seorang perempuan diperbolehkan menjadi seorang hakim apabila memenuhi syarat dan ahli dibidangnya. Akan tetapi jika memang banyak laki-laki yang mampu untuk menjadi seorang hakim, maka harus diprioritaskan, kecuali jika memang tidak ada atau sedikit yang mampu, wanita diperbolehkan menjadi hakim dengan alasan li al-ḍarūri,",train,hukum perdata islam
"Skripsi ini adalah hasil penelitian lapangan dengan judul “ Tinjauan Hukum Islam dan Undang-undang Ketenagakerjaan No 13 Tahun 2003 Terhadap Pemotongan Gaji Karyawan Di Kedai Ketan Darmo.” Penelitian ini bertujuan untuk menjawab permasalahan tentang; 1) Bagaimana Sistem Pemotongan Gaji Karyawan Di Kedai Ketan Darmo? 2) Bagaimana Tinjauan Hukum Islam terhadap pemotongan gaji karyawan di kedai ketan darmo? Untuk menjawab permasalahan di atas, maka data penelitian ini dihimpun dengan menggunakan teknik wawancara dan observasi. Sedangkan metode analisisnya menggunakan metode deskripsi analisis yaitu memberikan gambaran secara luas dan mendalam mengenai praktik pemotongan gaji karyawan yang selanjutnya dilakukan analisis terhadap data yang diperoleh di lapangan dengan menggunakan konsep gaji (Ujrah) dalam hukum islam kemudian disimpulkan menggunakan pola pikir induktif. Hasil penelitian ini, menyimpulkan pertama, mengenai praktik pemotongan gaji karyawan di kedai ketan darmo yang dilakukan oleh pemilik kedai sendiri terhadap karyawan, hal ini menimbulkan kesenjangan bagi para karyawan, gaji karyawan yang diberikan setiap akhir bulan oleh pemiliknya sebesar 1.300.000. besar gaji tersebut dikurangi oleh pemilik karena untuk mengganti barang-barang kedai yang telah hilang seperti sendok, piring, gelas dan sejumlah uang pendapatan pada mesin kasir. selain dikenakan pemotongan gaji oleh pemilik kedai juga dilakukan penundaan dalam pemberian gaji karyawan. Hal ini menimbulkan kesenjangan antara kedua pihak antara pemilik kedai dan karyawanya. Kedua, pemotongan gaji karyawan di kedai ketan darmo dilarang dalam hukum Islam. Hal ini dikarenakan pemotongan gaji karyawan kedai ketan tidak memenuhi syarat sah Ujarah yakni kerelaan kedua belah pihak yang berakad untuk melakukan akad al-ujrah, serta mengenai kejelasan upah yang diberikan antara pihak pemilik dan karyawan. Selain itu, pemotongan gaji dan penundaan tersebut juga menyalahi hak dan kewajiban antara keduanya. Sejalan dengan kesimpulan di atas, maka pemberian dan pemotongan gaji perlu adanya kesepakatan terlebih dahulu baik itu tertulis maupu lisan dari awal perjanjian kerja agar tidak terjadi hal-hal yang merugikan bagi salah satu pihak, serta hendaknya pemberian gaji pada karyawan tidak telat agar tidak terjadi kesenjangan antara pemilik dan karyawan.",train,hukum perdata islam
"Skripsi yang berjudul “Analisis Yuridis dan Hukum Islam terhadap Pemenuhan Hak dan Kewajiban Prajurit Wanita dalam Berumah Tangga (Studi Kasus: Korps Wanita Angkatan Laut (KOWAL) Pangkalan Korps Marinir Surabaya)” merupakan penelitian yang ditulis dengan tujuan untuk menjawab rumusan masalah yang ada yaitu bagaimana para prajurit wanita TNIAL memenuhi hak dan kewajibannya sebagai seorang istri dan ibu rumah tangga sekaligus sebagai abdi negara dan bagaimana pemenuhan hak dan kewajiban prajurit wanita dalam berumah tangga menurut hukum positif dan hukum Islam. Skripsi ini termasuk dalam jenis penelitian studi kasus yang datanya bersumber dari lapangan sebagai objek penelitian kualitatif. Data diperoleh dengan menggunakan teknik wawancara, pengamatan (observasi), dan dokumentasi mengenai hak dan kewajiban prajurit wanita dalam berumah tangga yang sekaligus sebagai abdi negara. Kemudian data yang telah dikumpulkan dianalisis menggunakan teknik deskriptif dan ditarik kesimpulan secara induktif. Hasil penelitian ini menunjukkan bahwa hakikatnya istri yang berprofesi sebagai prajurit TNI menurut Hukum Islam dan hukum positif hak dan kewajibannya sama dengan istri yang tidak bekerja. Hak kewajiban istri baik yang bekerja maupun yang hanya berada di rumah saja telah diatur dalam UndangUndang No.1 Tahun 1974 tentang Perkawinan dan Kompilasi Hukum Islam. Hak dan kewajiban istri yang menjadi prajurit TNI-AL telah sesuai dengan hak dan kewajiban istri yang diatur dalam hukum positif dan hukum Islam, Meskipun ada sumpah yang mengikat para prajurit yang ada dalam Pasal 35 Undang-Undang No. 34 Tahun 2004 tentang Tentara Nasional Indonesia yang mana bunyi salah satu sumpahnya adalah harus taat pada perintah atasan maupun putusan, para prajurit TNI tidak merasa terbebani karena sebelum menikah telah diberi peraturan untuk calon yang akan menikah, yakni harus taat pada aturan dinas, sehingga dari hal itu, para calon melakukan kerja sama dan saling bantu membantu dalam mengerjakan pekerjaan rumah. Berdasarkan kesimpulan dari hasil penelitian, hendaknya semua masyarakat yang akan menikah paham akan hak dan kewajiban yang timbul setelah adanya pernikahan, sehingga kehidupan rumah tangga yang damai dan bahagia dapat terwujud.",train,hukum perdata islam
"Skripsi ini berjudul “Tinjauan Hukum Islam dan Hukum Positif Terhadap Go- Points Pada Pembayaran Go-Jek Melalui Go-Pay”. Penelitian dilakukan untuk menjawab pertanyaan: pertama, bagaimana Tinjauan Hukum Islam Terhadap Go-Points pada pembayaran Go-Jek melalui Go-Pay? Kedua, bagaimana analisis Hukum positif terhadap Go-Points pada pembayaran Go-Jek melalui Go-Pay? Skripsi ini merupakan penelitian lapangan (field research) di PT. Go-Jek Indonesia dengan metode pengumpulan data yang digunakan dalam penelitian ini adalah dengan wawancara dan dokumentasi. Penelitian ini menggunakan metode pendekatan deskriptif analisis. Selanjutnya data yang berhasil dikumpulkan pada PT. Go-Jek Indonesia dianalisis dengan pola pikir deduktif yaitu dengan teori hadiah dan undian dalam hukum Islam dan hukum positif, selanjutnya ditarik sebuah kesimpulan. Go-Points adalah program loyalti dari Go-Jek yang salah satunya untuk pelanggan yang bertransaksi menggunakan Go-Pay. Tidak ada patokan pasti yang diukur dari jarak atau besarnya transaksi. Pada permainan Go-Points ini terdapat unsur ketidakjelasan hadiah karena point yang didapat pada setiap permainan tidak menentu dan tidak tergantung pada sedikit banyaknya nilai transaksi. Hasil analisis dari penelitian ini: pertama, Permainan pada Go-Points mengandung unsur hadiah undian, yaitu hadiah berupa kesempatan untuk bermain token untuk mendapatkan point dengan syarat telah menyelesaikan transaksi dan membayar menggunakan Go-Pay maupun cash. point yang telah dikumpulkan dapat ditukarkan dengan hadiah. Hukum mendapatkan hadiahnya adalah halal dengan syarat harga layanan pada Go-Jek tidak dinaikkan terlebih dahulu. Bahwa pihak Go-Jek tidak menaikkan harga terlebih sehingga telah memenuhi unsur halal dalam hadiah tersebut. Kemudian di dalam Go-Points terdapat permainan yang bersifat undian (qur’ah) untuk mendapatkan point. Terdapat perbedaannya jika bermain Go-Points menggunakan Go-Pay maka point yang didapat akan lebih besar, sedangkan yang menggunakan uang cash, point yang didapat sedikit, akan tetapi pihak Go-Jek menjamin penggunanya akan mendapatkan point meskipun secara acak, sehingga tidak ada pihak yang dirugikan. Maka dari itu hukumnya adalah halal. Kedua, menurut hukum positif undian sebagai bagian dari perjanjian untung-untungan. Dalam perjanjian untung-untungan, para pihak melakukan perjanjian yang mengikat meskipun belum dapat dipastikan untung ruginya. Dalam permainan Go-Points tidak terdapat perjanjian yang mengikat antara PT. Go-Jek dengan pengguna layanan. Maka dari itu, permainan Go-Points diperbolehkan karena tidak ada hak untuk menuntut prestasi dan tidak termasuk perjudian. Sejalan dengan analisis diatas, maka PT.Go-Jek diharapkan untuk terus berinovasi dengan mengeluarkan produk-produk yang menarik dan bermanfaat bagi penggunanya agar pengguna tetap loyal terhadap layanan Go-Jek.",train,hukum perdata islam
"Skripsi ini bertujuan untuk mengetahui kasus akad nikah ulang karena bapak angkat menjadi wali nikah di pernikahan pertama di KUA Kecamatan Kartoharjo Kota Madiun dan analisis Yuridis terhadap akad nikah ulang karena bapak angkat menjadi wali nikah di pernikahan pertama di KUA Kecamatan Kartoharjo Kota Madiun. Data penelitian ini dihimpun dengan dua teknik, yakni wawancara dan dokumentasi. Hasil data yang telah dihimpun kemudian dianalisis menggunakan metode deskriptif analisis dengan pola pikir deduktif. Hasil penelitian menyimpulkan bahwa pertama, akad nikah ulang di KUA Kecamatan Kartoharjo dilakukan karena bapak angkat dari pengantin perempuan menjadi wali nikah di pernikahannya. Keberadaan dengan sengaja menyembunyikan kebenaran asal usul anak angkatnya menimbulkan perkawinan anak angkatnya menjadi batal dan tidak sah. Sehingga pengulangan akad nikah di KUA Kecamatan Kartoharjo dilakukan dengan menghadirkan wali nasabnya agar pernikahannya menjadi sah. Kedua, dalam analisis yuridis akad nikah ulang yang dilakukan belum sesuai dengan peraturan yang berlaku, yakni yang telah dijelaskan Pasal 26 Ayat (1) UU No. 1 Tahun 1974 tentang Perkawinan dan Pasal 71 huruf (e) Kompilasi Hukum Islam bahwa pernikahan yang dilaksanakan oleh wali yang tidak berhak dan tidak sah dapat dibatalkan di Pengadilan Agama. Sedangkan kebijakan yang di ambil dari pihak KUA Kecamatan Kartoharjo hanya mengambil unsur shar’i saja dengan melakukan akad nikah ulang tanpa pembatalan nikah di Pengadilan Agama. Berdasarkan kesimpulan di atas, maka ada beberapa saran yang perlu dicantumkan antara lain pertama, diharapkan kepada instansi Pemerintah memperhatikan dan memberikan suatu peraturan terkait pencatatan perkawinan anak angkat sebagai bentuk solusi seperti permasalahan di atas. Misalnya seperti peraturan dalam mengisi model N2 (Surat Keterangan Asal-Usul) diisi dengan biodata orang tua kandungnya dan pada model N4 (Surat Keterangan tentang Orang Tua) diisi dengan biodata orang tua angkatnya. Sehingga sebelum perkawinan dilaksanakan semua menjadi mudah dan tampak jelas. Kedua, kepada pihak KUA juga diharapkan lebih jeli dalam mengambil kebijakan pada suatu permasalahan dengan memperhatikan peraturan yuridis yang ada dan tidak mengambil unsur shar’i nya saja.",train,hukum perdata islam
"Skripsi ini adalah basil penelitian lapangan tentang ""tinjauan hukum Islam terhadap kontrak opsi saham di Bursa Efek Indonesia Surabaya"". Penelitian ini bertujuan untuk menjawab pertanyaan tentang bagaimana penerapan kontrak opsi saham di Bursa Efek Indonesia Surabaya dan bagaimana tinjauan hukwn Islam terhadap kontrak opsi saham di Bursa Efek Indonesia Surabaya. Data  penelitian  dihimpun  melalui  interview  dan  observasi  yang  selanjutnya dianalisis	dengan	deskriptif-analitis dengan pola	pikir, induktif, verifikatif, maksudnya memaparkan tentang opsi clan kemudian dikaji menurut hukum Islam. Hasil penelitian menyimpulkan bahwa opsi adalah suatu kontrak yang memberikan hak terhadap pemegangnya untuk membeli atau menjual saham tertentu pada waktu dan harga tertentu, opsi dalam tinjauan hukum Islam  diperbolehkan, karena syarat opsi sama dengan syarat jual beli dalam Islam, yaitu penjual harus menjelaskan barang yang diperdagangkannya clan pembeli memiliki hak  memilih untuk membeli atau membatalkan jual beli. Dari hasil penelitian ini diharapkan pihak pemerintah yang diwakili oleh Badan Pengawas Pasar Modal (BAPEPAM) hendaklah membuat peraturan atau aturan hukum yang bayak berpihak kepada investor, sehingga investor tidak ragu-ragu menginvestasikan dananya. Juga kepada para pelaku pasar  modal  hendaklah penerapan kontrak opsi saham ini dijunjung tinggi, agar tidak merasa dirugikan atau tertipu dan juga tidak menimbulkan rasa  permusuhan. Dan bagi umat Islam hendaknya betul-betul efektif dan lebih memperdalam pengetahuan tentang pasar modal clan hal-hal apa saja  yang dapat mempengaruhi pasar, sehingga kejadian­ kejadian yang bertentangan dengan Islam dapat kita ketahui.",train,hukum perdata islam
"Pendekatan yang digunakan dalam penelitian ini adalah pendekatan kasus. Teknik pengumpulan data yang digunakan dalam penelitian ini adalah  dengan teknik dokumentasi. Metode penelitian yang digunakan dalam penelitian ini adalah metode penelitian deskriptif yuridis.Kesimpulan dari hasil penelitian ini pertama, dalam duduk perkara pihak Penggugat merasa dirugikan karena eksekusi yang dilakukan oleh pihak Tergugat I cacat formil dan termasuk sebagai Perbuatan Melawan Hukum. sehingga Majelis Hakim dengan menggunakan pertimbangan pasal 1365 KUHPer, Doktrin hukum, Fatwa DSN MUI No. 04/DSN-MUI/IV/2000, pasal 181 HIR, telah cukup pertimbangan hukum sehingga dalam hal ini tuduhan Tergugat I melakukan PMH adalah tidak tidak terbukti kebenarannya dan eksekusi lelang yang dilakukan oleh Tergugat I telah memenuhi. Selanjutnya berdasarkan UU Nomor 4 tahun 1996 putusan nomor 1468/Pdt.G/2019/PA.Po telah cukup pertimbangan hukum akan tetapi masih belum memenuhi prinsip yang ada pada pasal 20 ayat (2) yang menjelaskan bahwa eksekusi hak tanggungan haruslah ditetapkan dengan harga yang saling menguntungkan para pihak, Sedangkan menurut hukum Islam eksekusi barang jaminan yang dengan limit nilai harga dibawah pasaran dan dilakukan sebelum jatuh tempo adalah tidak sah dan tidak sesuai dengan prinsip-prinsip syariah.Sesuai dengan kesimpulan di atas maka pertama lembaga keuangan syariah haruslah selalu mempertimbangkan kepentingan para pihak dengan Asas keadilan dan Asan kemanfaatan sebelum melakukan eksekusi barang jaminan, Kedua, lembaga peradilan Agama haruslah selalu menggali kandungan norma-norma hukum yang ada pada fatwa DSN-MUI dan kumpulan hukum islam lainya, ketiga bagi pemerintahan atau lembaga terkait untuk menerbitkan pedoman lelang syariah demi memenuhi kebutuhan umat muslim ndonesia, dan kelima bagi nasabah agar selalu mempertimbangkan dan mengerti fungsi akad yang ditawarkan oleh bank syariah.",train,hukum perdata islam
"Skripsi ini bertujuan untuk menjawab bagaimana mekanisme praktik jasa penitipan mobil di Rusunawa Tanah Merah Utara Surabaya dan bagaimana analisis Sadd al-Dhari@’ah Terhadap praktik jasa penitipan mobil di Rusunawa Tanah Merah Utara Surabaya. Skripsi ini merupakan hasil penelitian lapangan di Rusunawa Tanah Merah Utara Surabaya dengan metode pengumpulan data berupa wawancara, observasi dan dokumentasi. Penelitian ini menggunakan metode penelitian kualitatif. Kemudian data yang berhasil dikumpulkan dianalisis dengan teknik analaisis deskriptif dengan menggunakan teori-teori yang berkaitan dengan Sadd al-Dhari@’ah dan selanjutnya dapat ditarik sebuah kesimpulan. Hasil penelitian ini menghasilkan kesimpulan bahwa praktik jasa penitipan mobil di Rusunawa Tanah Merah Utara Surabaya adalah praktik jasa yang menggunakan akad ija@rah yang sah dan sesuai dengan rukun dan syarat ija@rah yang telah ditetapkan dalam hukum Islam. Namun, praktik jasa penitipan mobil di Rusunawa Tanah Merah Utara Surabaya tersebut membukakan jalan bagi pelaku jasa untuk melakukan hal yang dilarang, yaitu ada kecurangan dalam hal hasil dari pembayaran jasa yang diperoleh tiap bulan. Karena kesepakatan  awal antara penanggung jawab jasa penitipan mobil dengan pengelola dan seluruh warga rusun hasil dari pembayaran jasa tersebut ialah 60% masuk ke kas rusun dan 40% untuk penanggung jawab jasa penitipan mobil. Namun kenyataannya hasil yang dinikmati oleh penanggung jawab jasa penitipan mobil lebih besar daripada hasil yang masuk ke kas rusun yang tidak sesuai dengan kesepakatan awal, maka ada kecurangan di dalamnya. Kemudian sering adanya kelalaian dari penanggung jawab jasa penitipan mobil yang mengakibatkan kerugian bagi pemilik mobil jika ada kerusakan pada mobil mereka. Dalam Saddal-Dhari@’ah, ija@rah seperti ini tidak diperbolehkan dan harus dicegah, karena dapat membukakan jalan pada perbuatan yang dilarang. Dengan adanya hasil penelitian di atas, maka penulis dapat memberikan saran kepada seluruh pihak yang terkait. Bagi penanggung jawab jasa penitipan mobil di Rusunawa Tanah Merah Utara Surabaya hendaknya memperhatikan kesepakatan yang telah disepakati, bertanggung jawab dengan tugasnya dan tidak berbuat mengambil kesempatan dalam kesempitan. Bagi pengelola dan warga internal Rusun yang lainnya hendaknya turut serta memantau kinerja dari penanggung jawab jasa penitipan mobil. Bagi pemilik mobil hendaknya berhati-hati dan memberikan teguran pada penanggung jawab jasa penitipan mobil tersebut agar bisa bertanggung jawab secara professional.",train,hukum perdata islam
